train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,step,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.039119087159633636,0.00013888672401662916,0.039119087159633636,49.0,0,49,,,,,,,,,
0.356831431388855,0.009204559959471226,0.356831431388855,99.0,0,99,,,,,,,,,
0.12353184819221497,0.000661758822388947,0.12353184819221497,149.0,0,149,,,,,,,,,
0.07043994218111038,0.0002389216679148376,0.07043994218111038,199.0,0,199,,,,,,,,,
0.1973871886730194,0.0016824265476316214,0.1973871886730194,249.0,0,249,,,,,,,,,
0.04318421334028244,0.0001520441728644073,0.04318421334028244,299.0,0,299,,,,,,,,,
0.18064261972904205,0.0019841815810650587,0.18064261972904205,349.0,0,349,,,,,,,,,
0.03523888438940048,0.00012672130833379924,0.03523888438940048,399.0,0,399,,,,,,,,,
0.14012634754180908,0.0007076102192513645,0.14012634754180908,449.0,0,449,,,,,,,,,
0.10864109545946121,0.0004277243569958955,0.10864109545946121,499.0,0,499,,,,,,,,,
0.2090463936328888,0.0010396696161478758,0.2090463936328888,549.0,0,549,,,,,,,,,
0.05872673913836479,0.00020529817265924066,0.05872673913836479,599.0,0,599,,,,,,,,,
0.23702387511730194,0.0015611372655257583,0.23702387511730194,649.0,0,649,,,,,,,,,
0.1483994573354721,0.0007383748306892812,0.1483994573354721,699.0,0,699,,,,,,,,,
0.050388846546411514,0.00017475010827183723,0.050388846546411514,749.0,0,749,,,,,,,,,
0.09832408279180527,0.0008735255687497556,0.09832408279180527,799.0,0,799,,,,,,,,,
0.08987072110176086,0.0003376200038474053,0.08987072110176086,849.0,0,849,,,,,,,,,
0.09196265786886215,0.00030822845292277634,0.09196265786886215,899.0,0,899,,,,,,,,,
0.11493788659572601,0.0005109378835186362,0.11493788659572601,949.0,0,949,,,,,,,,,
0.15229319036006927,0.0007832279079593718,0.15229319036006927,999.0,0,999,,,,,,,,,
,,,,0,999,0.11613378673791885,0.0019665886647999287,0.11613378673791885,0.1299983114004135,0.0026174483355134726,0.1299983114004135,,,
,,,,0,999,,,,,,,0.1233656033873558,0.002176534151658416,0.1233656033873558
0.16522276401519775,0.0007044842350296676,0.16522276401519775,1049.0,1,1049,,,,,,,,,
0.1208791583776474,0.0005163942696526647,0.1208791583776474,1099.0,1,1099,,,,,,,,,
0.22614499926567078,0.0018841023556888103,0.22614499926567078,1149.0,1,1149,,,,,,,,,
0.03197772055864334,0.00011863490362884477,0.03197772055864334,1199.0,1,1199,,,,,,,,,
0.1979532539844513,0.003922402858734131,0.1979532539844513,1249.0,1,1249,,,,,,,,,
0.05126085504889488,0.00017854712496045977,0.05126085504889488,1299.0,1,1299,,,,,,,,,
0.17522233724594116,0.001384836621582508,0.17522233724594116,1349.0,1,1349,,,,,,,,,
0.06258422881364822,0.00021735051996074617,0.06258422881364822,1399.0,1,1399,,,,,,,,,
0.12992514669895172,0.0005997269181534648,0.12992514669895172,1449.0,1,1449,,,,,,,,,
0.024987414479255676,9.493792458670214e-05,0.024987414479255676,1499.0,1,1499,,,,,,,,,
0.0900152325630188,0.00030144251650199294,0.0900152325630188,1549.0,1,1549,,,,,,,,,
0.07448100298643112,0.00025165779516100883,0.07448100298643112,1599.0,1,1599,,,,,,,,,
0.15106210112571716,0.0009638225310482085,0.15106210112571716,1649.0,1,1649,,,,,,,,,
0.1257588267326355,0.0006860088324174285,0.1257588267326355,1699.0,1,1699,,,,,,,,,
0.12898120284080505,0.0006640116916969419,0.12898120284080505,1749.0,1,1749,,,,,,,,,
0.08284268528223038,0.00033225270453840494,0.08284268528223038,1799.0,1,1799,,,,,,,,,
0.057971686124801636,0.00020084551943000406,0.057971686124801636,1849.0,1,1849,,,,,,,,,
0.11424654722213745,0.00044610482291318476,0.11424654722213745,1899.0,1,1899,,,,,,,,,
0.04767157882452011,0.00016873254207894206,0.04767157882452011,1949.0,1,1949,,,,,,,,,
0.2194078117609024,0.006913613062351942,0.2194078117609024,1999.0,1,1999,,,,,,,,,
,,,,1,1999,0.12024462968111038,0.0019728767219930887,0.12024462968111038,0.11554516851902008,0.0015402788994833827,0.11554516851902008,,,
,,,,1,1999,,,,,,,0.11785729229450226,0.0018614634172990918,0.11785729229450226
0.2853742837905884,0.0036682207137346268,0.2853742837905884,2049.0,2,2049,,,,,,,,,
0.05110442265868187,0.00017437071073800325,0.05110442265868187,2099.0,2,2099,,,,,,,,,
0.1644015908241272,0.0016796730924397707,0.1644015908241272,2149.0,2,2149,,,,,,,,,
0.09733182191848755,0.000344275264069438,0.09733182191848755,2199.0,2,2199,,,,,,,,,
0.0450986884534359,0.00015763261762913316,0.0450986884534359,2249.0,2,2249,,,,,,,,,
0.03362063318490982,0.00012099347077310085,0.03362063318490982,2299.0,2,2299,,,,,,,,,
0.12727083265781403,0.0007149739540182054,0.12727083265781403,2349.0,2,2349,,,,,,,,,
0.03698163479566574,0.00013659292017109692,0.03698163479566574,2399.0,2,2399,,,,,,,,,
0.07429221272468567,0.00025346805341541767,0.07429221272468567,2449.0,2,2449,,,,,,,,,
0.07949801534414291,0.00030420615803450346,0.07949801534414291,2499.0,2,2499,,,,,,,,,
0.12409975379705429,0.0005014908383600414,0.12409975379705429,2549.0,2,2549,,,,,,,,,
0.11371913552284241,0.00038412504363805056,0.11371913552284241,2599.0,2,2599,,,,,,,,,
0.10008826106786728,0.00036341793020255864,0.10008826106786728,2649.0,2,2649,,,,,,,,,
0.1845422089099884,0.002011276548728347,0.1845422089099884,2699.0,2,2699,,,,,,,,,
0.051210977137088776,0.0002384345862083137,0.051210977137088776,2749.0,2,2749,,,,,,,,,
0.09606947749853134,0.0003630683640949428,0.09606947749853134,2799.0,2,2799,,,,,,,,,
0.06865382939577103,0.00024478815612383187,0.06865382939577103,2849.0,2,2849,,,,,,,,,
0.11414462327957153,0.0012730599846690893,0.11414462327957153,2899.0,2,2899,,,,,,,,,
0.10612080991268158,0.0005017645889893174,0.10612080991268158,2949.0,2,2949,,,,,,,,,
0.07162798941135406,0.00024673965526744723,0.07162798941135406,2999.0,2,2999,,,,,,,,,
,,,,2,2999,0.11729612201452255,0.0019634903874248266,0.11729612201452255,0.12121466547250748,0.001613606815226376,0.12121466547250748,,,
,,,,2,2999,,,,,,,0.1170126274228096,0.0022150485310703516,0.1170126274228096
0.06912173330783844,0.0002601708984002471,0.06912173330783844,3049.0,3,3049,,,,,,,,,
0.0936974436044693,0.00034391501685604453,0.0936974436044693,3099.0,3,3099,,,,,,,,,
0.024320293217897415,8.981842984212562e-05,0.024320293217897415,3149.0,3,3149,,,,,,,,,
0.09472282230854034,0.00037764053558930755,0.09472282230854034,3199.0,3,3199,,,,,,,,,
0.05448944494128227,0.00018706622358877212,0.05448944494128227,3249.0,3,3249,,,,,,,,,
0.056423064321279526,0.00019505334785208106,0.056423064321279526,3299.0,3,3299,,,,,,,,,
0.04855692759156227,0.0001659038825891912,0.04855692759156227,3349.0,3,3349,,,,,,,,,
0.10938230901956558,0.00047491706209257245,0.10938230901956558,3399.0,3,3399,,,,,,,,,
0.07066655904054642,0.00024297318304888904,0.07066655904054642,3449.0,3,3449,,,,,,,,,
0.14122425019741058,0.001090258825570345,0.14122425019741058,3499.0,3,3499,,,,,,,,,
0.2690466046333313,0.0053411521948874,0.2690466046333313,3549.0,3,3549,,,,,,,,,
0.11114029586315155,0.0016028304817155004,0.11114029586315155,3599.0,3,3599,,,,,,,,,
0.08273184299468994,0.0003159435582347214,0.08273184299468994,3649.0,3,3649,,,,,,,,,
0.07648428529500961,0.00025704147992655635,0.07648428529500961,3699.0,3,3699,,,,,,,,,
0.1608799397945404,0.0011153576197102666,0.1608799397945404,3749.0,3,3749,,,,,,,,,
0.09916101396083832,0.00036586576607078314,0.09916101396083832,3799.0,3,3799,,,,,,,,,
0.1269504725933075,0.00045296456664800644,0.1269504725933075,3849.0,3,3849,,,,,,,,,
0.09425251185894012,0.00038439975469373167,0.09425251185894012,3899.0,3,3899,,,,,,,,,
0.04561523348093033,0.00017088453751057386,0.04561523348093033,3949.0,3,3949,,,,,,,,,
0.1362329125404358,0.0018432731740176678,0.1362329125404358,3999.0,3,3999,,,,,,,,,
,,,,3,3999,0.13254860043525696,0.002271378645673394,0.13254860043525696,0.1201448142528534,0.0043677217327058315,0.1201448142528534,,,
,,,,3,3999,,,,,,,0.11880598962306976,0.0018796432996168733,0.11880598962306976
0.12394042313098907,0.00047418297617696226,0.12394042313098907,4049.0,4,4049,,,,,,,,,
0.09346526116132736,0.0006898416904732585,0.09346526116132736,4099.0,4,4099,,,,,,,,,
0.08297117054462433,0.0002794296888168901,0.08297117054462433,4149.0,4,4149,,,,,,,,,
0.10190002620220184,0.0009918642463162541,0.10190002620220184,4199.0,4,4199,,,,,,,,,
0.11414103955030441,0.0005503743304871023,0.11414103955030441,4249.0,4,4249,,,,,,,,,
0.15616193413734436,0.0007158893276937306,0.15616193413734436,4299.0,4,4299,,,,,,,,,
0.1535906195640564,0.002628135960549116,0.1535906195640564,4349.0,4,4349,,,,,,,,,
0.08724267035722733,0.00040951333357952535,0.08724267035722733,4399.0,4,4399,,,,,,,,,
0.1715242862701416,0.002491660648956895,0.1715242862701416,4449.0,4,4449,,,,,,,,,
0.059855930507183075,0.0002084596490021795,0.059855930507183075,4499.0,4,4499,,,,,,,,,
0.18963834643363953,0.0010355588747188449,0.18963834643363953,4549.0,4,4549,,,,,,,,,
0.16822879016399384,0.005337234120815992,0.16822879016399384,4599.0,4,4599,,,,,,,,,
0.14139901101589203,0.000971403147559613,0.14139901101589203,4649.0,4,4649,,,,,,,,,
0.10848479717969894,0.0005371494335122406,0.10848479717969894,4699.0,4,4699,,,,,,,,,
0.08449124544858932,0.00028484262293204665,0.08449124544858932,4749.0,4,4749,,,,,,,,,
0.023524515330791473,9.476279956288636e-05,0.023524515330791473,4799.0,4,4799,,,,,,,,,
