train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,step,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.10957559198141098,0.0003674233448691666,0.10957559198141098,49.0,0,49,,,,,,,,,
0.08128798007965088,0.0003083478950429708,0.08128798007965088,99.0,0,99,,,,,,,,,
0.13362503051757812,0.0004728803178295493,0.13362503051757812,149.0,0,149,,,,,,,,,
0.31311169266700745,0.09196751564741135,0.31311169266700745,199.0,0,199,,,,,,,,,
0.16535787284374237,0.002008146373555064,0.16535787284374237,249.0,0,249,,,,,,,,,
0.07529525458812714,0.0002578310377430171,0.07529525458812714,299.0,0,299,,,,,,,,,
0.15337911248207092,0.00115461484529078,0.15337911248207092,349.0,0,349,,,,,,,,,
0.10070779919624329,0.0003945126954931766,0.10070779919624329,399.0,0,399,,,,,,,,,
0.0470060333609581,0.0001678990083746612,0.0470060333609581,449.0,0,449,,,,,,,,,
0.02738175168633461,0.00010099462087964639,0.02738175168633461,499.0,0,499,,,,,,,,,
0.09124849736690521,0.0004634405195247382,0.09124849736690521,549.0,0,549,,,,,,,,,
0.09504822641611099,0.0006461278535425663,0.09504822641611099,599.0,0,599,,,,,,,,,
0.11572658270597458,0.0007812606054358184,0.11572658270597458,649.0,0,649,,,,,,,,,
0.09366068243980408,0.0003195753088220954,0.09366068243980408,699.0,0,699,,,,,,,,,
0.06956929713487625,0.00045440864050760865,0.06956929713487625,749.0,0,749,,,,,,,,,
0.13843528926372528,0.0005754103767685592,0.13843528926372528,799.0,0,799,,,,,,,,,
0.20169992744922638,0.0040010190568864346,0.20169992744922638,849.0,0,849,,,,,,,,,
0.05681431293487549,0.00020844262326136231,0.05681431293487549,899.0,0,899,,,,,,,,,
0.14461638033390045,0.0009431962389498949,0.14461638033390045,949.0,0,949,,,,,,,,,
0.12632136046886444,0.00175234314519912,0.12632136046886444,999.0,0,999,,,,,,,,,
,,,,0,999,0.12052109837532043,0.002506026765331626,0.12052109837532043,0.12079824507236481,0.002843855181708932,0.12079824507236481,,,
,,,,0,999,,,,,,,0.11844529956579208,0.0021646874956786633,0.11844529956579208
0.19676220417022705,0.002326065441593528,0.19676220417022705,1049.0,1,1049,,,,,,,,,
0.021408623084425926,8.396021439693868e-05,0.021408623084425926,1099.0,1,1099,,,,,,,,,
0.1306593120098114,0.000696576084010303,0.1306593120098114,1149.0,1,1149,,,,,,,,,
0.16656407713890076,0.005181263200938702,0.16656407713890076,1199.0,1,1199,,,,,,,,,
0.147983580827713,0.0005303990328684449,0.147983580827713,1249.0,1,1249,,,,,,,,,
0.2998961806297302,0.007669221609830856,0.2998961806297302,1299.0,1,1299,,,,,,,,,
0.012353427708148956,5.1344832172617316e-05,0.012353427708148956,1349.0,1,1349,,,,,,,,,
0.10572434216737747,0.00037021268508397043,0.10572434216737747,1399.0,1,1399,,,,,,,,,
0.09302406013011932,0.001017722417600453,0.09302406013011932,1449.0,1,1449,,,,,,,,,
0.20272335410118103,0.0013238242827355862,0.20272335410118103,1499.0,1,1499,,,,,,,,,
0.14465980231761932,0.00176850741263479,0.14465980231761932,1549.0,1,1549,,,,,,,,,
0.03221452608704567,0.00011957334936596453,0.03221452608704567,1599.0,1,1599,,,,,,,,,
0.15315592288970947,0.0014915592037141323,0.15315592288970947,1649.0,1,1649,,,,,,,,,
0.04530394449830055,0.00017201833543367684,0.04530394449830055,1699.0,1,1699,,,,,,,,,
0.1274939924478531,0.0005253127892501652,0.1274939924478531,1749.0,1,1749,,,,,,,,,
0.0847177505493164,0.0003255561168771237,0.0847177505493164,1799.0,1,1799,,,,,,,,,
0.16457977890968323,0.0007570002344436944,0.16457977890968323,1849.0,1,1849,,,,,,,,,
0.16286861896514893,0.0008781302021816373,0.16286861896514893,1899.0,1,1899,,,,,,,,,
0.07693956792354584,0.0003029506769962609,0.07693956792354584,1949.0,1,1949,,,,,,,,,
0.180044487118721,0.0016301833093166351,0.180044487118721,1999.0,1,1999,,,,,,,,,
,,,,1,1999,0.11863938719034195,0.002080157632008195,0.11863938719034195,0.12587393820285797,0.001862131292000413,0.12587393820285797,,,
,,,,1,1999,,,,,,,0.1182522252202034,0.0021965245250612497,0.1182522252202034
0.20192822813987732,0.015611817128956318,0.20192822813987732,2049.0,2,2049,,,,,,,,,
0.21806596219539642,0.0013368175132200122,0.21806596219539642,2099.0,2,2099,,,,,,,,,
0.06896963715553284,0.00023627077462151647,0.06896963715553284,2149.0,2,2149,,,,,,,,,
